symbol,id,issue_share,history,company_profile,icb_name3,icb_name2,icb_name4,financial_ratio_issue_share,charter_capital
TDG,74781,24211190," - Ngày 13/07/2005: Công ty Cổ phần Dầu khí Thái Dương được thành lập với vốn điều lệ ban đầu là 2 tỷ đồng theo Giấy chứng nhận đăng ký kinh doanh số 2003000152 cấp lần đầu bởi Sở Kế hoạch và Đầu tư tỉnh Bắc Giang;  - Ngày 17/05/2007: Tăng vốn điều lệ lên 4 tỷ đồng;  - Ngày 09/11/2007: Tăng vốn điều lệ lên 8 tỷ đồng;  - Ngày 21/01/2008: Tăng vốn điều lệ lên 12 tỷ đồng;  - Ngày 24/03/2009: Tăng vốn điều lệ lên 16 tỷ đồng;  - Ngày 15/03/2011: Tăng vốn điều lệ lên 22 tỷ đồng;  - Ngày 11/08/2015: Tăng vốn điều lệ lên 108 tỷ đồng;  - Ngày 10/10/2016: Tăng vốn điều lệ lên 129 tỷ đồng;  - Ngày 06/06/2017: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);  - Ngày 15/06/2017: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);  - Ngày 30/11/2018: Tăng vốn điều lệ lên 167,7 tỷ đồng;  - Ngày 29/07/2021: Đổi tên thành Công ty Cổ phần Đầu tư TDG Globle;  - Ngày 06/08/2021: Đổi tên thành Công ty Cổ phần Đầu tư TDG Global;  - Ngày 04/04/2023: Tăng vốn điều lệ lên 184,46 tỷ đồng;  - Ngày 14/12/2023: Tăng vốn điều lệ lên 193,69 tỷ đồng;  - Ngày 05/11/2024: Tăng vốn điều lệ lên 232,42 tỷ đồng;  - Ngày 11/02/2025: Tăng vốn điều lệ lên 242,11 tỷ đồng;","Công ty Cổ phần Đầu tư TDG Global (TDG) được thành lập vào năm 2005. Công ty hoạt động chính trong lĩnh vực kinh doanh khí đốt và nước uống tinh khiết đóng chai. TDG sở hữu Nhà máy sản xuất chiết nạp gas bao gồm 8 máy chiết nạp và 2 bồn chứa nhập ngoại với dung tích 100 tấn. Bên cạnh đó, Công ty còn quản lý và vận hành Xưởng sản xuất nước uống tinh khiết đóng chai với công suất 70.000 bình dung tích 20 lít/năm và 800.000 chai dung tích 0.5 lít/năm. TDG được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 06/2017.",Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,24211190,242111900000
VBH,75808,2900000, - Ngày 20/11/1979: Thành lập dưới tên gọi Nhà máy chế tạo linh kiện điện tử Bình Hòa;  - Ngày 26/02/2004: Chuyển đổi thành Công ty TNHH Một thành viên Điện tử Bình Hòa;  - Ngày 07/02/2006: Chuyển đổi thành Công ty Cổ phần Điện tử Bình Hoà với số vốn điều lệ là 29 tỷ đồng.  - Ngày 29/12/2006: Giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).  - Ngày 26/05/2017: Hủy niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX).  - Ngày 05/06/2017: Chính thức giao dịch trên thị trường UPCOM.,"Công ty Cổ phần Điện tử Bình Hoà (VBH), tiền thân là Nhà máy chế tạo linh kiện điện tử Bình Hòa thành lập năm 1979. Năm 2006, Công ty chuyển đổi mô hình kinh doanh hoạt động là Công ty Cổ phần. Hoạt động chính của công ty là thiết kế, sản xuất và tiếp thị các sản phẩm thiết bị điện tử và viễn thông cho cả hai mục đích sử dụng là công nghiệp và dân dụng, dựa trên cơ sở sử dụng năng lực bản thân và các hợp đồng OEM. Sản phẩm của Công ty được xuất khẩu sang hầu hết các nước phát triển như : Nhật Bản, ÚC, Mỹ, Thuỵ Sỹ, Hồng Kông và các nước Đông Nam Á. VBH đã đầu tư, đưa vào sản xuất nhiều dây chuyền, thiết bị mới, đã xuất khẩu hàng trăm triệu sản phẩm công nghệ cao đi nhiều thị trường: Nhật bản, HongKong, Singapore, Malaysia, Thái Lan, Indonesia, EU và Mỹ. Kim ngạch xuất khẩu từ vài trăm ngàn đã tăng lên trên 20 triệu USD / năm. Ngày 05/06/2017, VBH chính thức giao dịch trên thị trường UPCOM.",Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,2900000,29000000000
PCT,72931,50035493," - Ngày 04/06/2007: Công ty Cổ phần Vận tải Dầu khí Cửu Long được thành lập, với các cổ đông sáng lập là Tổng Công ty Khí (PV Gas), Tổng Công ty Cổ phần Vận tải Dầu khí (PVTrans) và Công ty Cổ phần Kinh doanh khí hóa lỏng Miền Nam (PV Gas South).  - Tháng 12/2007: Công ty tăng vốn điều lệ lên 141,059 tỷ đồng.  - Năm 2008: Công ty tăng vốn điều lệ lên 230 tỷ đồng.  - Năm 2010: Giao dịch trên thị trường UPCOM.  - Ngày 01/09/2011: Hủy giao dịch trên thị trường UPCOM.  - Ngày 12/09/2011: Chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).  - Ngày 16/11/2018: Đổi tên thành Công ty Cổ phần Vận tải Khí và Hóa chất Việt Nam.  - Ngày 22/12/2022: Tăng vốn điều lệ lên 275 tỷ đồng;  - ngày 27/09/2023: Tăng vốn điều lệ lên 500 tỷ đồng;","Công ty Cổ phần Vận tải Khí và Hóa chất Việt Nam (PCT) có tiền thân là Công ty Cổ phần Vận tải Dầu khí Cửu Long được thành lập vào năm 2007. Hoạt động chính của công ty bao gồm kinh doanh và khai thác cảng biển; dịch vụ taxi; dịch vụ cho thuê xe theo chuyến, hợp đồng dài hạn; dịch vụ vận chuyển LPG; kinh doanh thương mại các sản phẩm dầu khí. Hiện tại Công ty là đơn vị tiên phong trong lĩnh vực chuyển đổi nhiên liệu truyền thống sang LPG/CNG và ứng dụng nhiên liệu sạch vào phương tiện giao thông vận tải. Hiện tại công ty đang hoạt động trong lĩnh vực kinh doanh vận tải hành khách bằng taxi dùng nguyên liệu LPG/CNG (tại Thành phố Hồ Chí Minh và Thành phố Vũng Tàu); cho thuê xe văn phòng với 185 đầu xe, vận chuyển LPG bằng đường bộ (05 xe bồn). PCT đang sở hữu, quản lý khai thác đội tàu biển, sà lan hàng rời trọng tải 1.000 DWT – 25.000 DWT hoạt động trong nước và quốc tế và đang tham gia vận tải hàng hóa, thiết bị cho các nhà máy Nhiệt điện khu vực Miền Trung và Miền Nam. Ngày 12/09/2011, PCT chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).",Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,50035493,500354930000
BWS,68381,100007569, - Tháng 04/1982: Công ty cổ phần Cấp Nước Bà Rịa  - Vũng Tàu được thành lập;  - Ngày 13/07/1989: Đổi tên thành Công ty Cấp nước Vũng Tàu  - Côn Đảo theo Quyết định số 232/QĐUB-TCCB của UBND Đặc khu Vũng Tàu  - Côn Đảo;  - Ngày 28/10/1991: Đổi tên thành Công ty Cấp nước Tỉnh Bà Rịa  - Vũng Tàu theo Quyết định số 78/QĐ-UB của UBND Tỉnh Bà Rịa  - Vũng Tàu;  - Ngày 14/06/2005: Chuyển đổi thành Công ty TNHH MTV Cấp nước Bà Rịa  - Vũng Tàu theo Quyết định số 1855/QĐ-UB của UBND Tỉnh Bà Rịa  - Vũng Tàu;  - Ngày 10/06/2007: UBND Tỉnh Bà Rịa  - Vũng Tàu ban hành Quyết định số 1855/QĐ-UB về việc phê duyệt phương án và chuyển Công ty TNHH MTV Cấp nước Bà Rịa  - Vũng Tàu thành Công ty cổ phần;  - Ngày 17/11/2007: Chính thức hoạt động theo mô hình công ty cổ phần với vốn điều lệ 164 tỷ đồng;  - Tháng 08/2008: Trở thành công ty đại chúng;  - Ngày 18/06/2009: Tăng vốn điều lệ lên 194 tỷ đồng;  - Ngày 23/12/2013: Tăng vốn điều lệ lên 210 tỷ đồng;  - Ngày 15/10/2015: Tăng vốn điều lệ lên 360 tỷ đồng;  - Ngày 03/02/2016: Tăng vốn điều lệ lên 372 tỷ đồng;  - Ngày 22/09/2017: Tăng vốn điều lệ lên 600 tỷ đồng;  - Ngày 28/11/2017: Giao dịch trên thị trường UPCOM;  - Ngày 16/11/2018: Tăng vốn điều lệ lên 630 tỷ đồng;  - Ngày 24/10/2019: Tăng vốn điều lệ lên 800 tỷ đồng.  - Ngày 26/10/2020: Tăng vốn điều lệ lên 900 tỷ đồng.  - Ngày 26/08/2024: Tăng vốn điều lệ lên 1.000 tỷ đồng.,"Công ty Cổ phần Cấp Nước Bà Rịa  - Vũng Tàu (BWS) có tiền thân là Xí nghiệp Cấp thoát nước Vũng Tàu  - Bà Rịa, được thành lập vào năm 1982. Công ty hoạt động chính trong lĩnh vực khai thác, sản xuất và cung cấp nước sạch. BWS chính thức hoạt động theo mô hình công ty cổ phần từ năm 2007. Công ty hiện đang quản lý vận hành hệ thống sản xuất cấp nước với tổng công suất 240.000 m3/ngày trên địa bàn tỉnh Bà Rịa  - Vũng Tàu. BWS được giao dịch trên thị trường UPCOM từ cuối năm 2017.",Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,100007569,1000075690000
SII,74209,64522104," - Tháng 08/2004: Tiền thân là Công ty Cổ phần Xây dựng Việt Thành được thành lập với vốn điều lệ 550 triệu đồng;  - Ngày 27/10/2004: Tăng vốn điều lệ lên 3 tỷ đồng;  - Tháng 05/2010: Đổi tên thành Công ty Cổ phần Đầu tư Hạ tầng Bất động sản Sài Gòn;  - Trong năm 2010: Công ty tiến hành tăng vốn điều lệ lên 400 tỷ đồng;  - Ngày 12/09/2012: Niêm yết và giao dịch trên sàn HOSE;  - Tháng 02/2013: Đổi tên thành Công ty cổ phần Hạ tầng nước Sài Gòn (Saigon Water);  - Tháng 08/2013: Tăng vốn điều lệ lên 583,7 tỷ đồng;  - Ngày 31/07/2017: Tăng vốn điều lệ lên 645.16 tỷ đồng;  - Năm 2020: Tăng vốn điều lệ lên 645.22 tỷ đồng;  - Ngày 08/05/2023: Huỷ niêm yết trên Sở giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  - Ngày 18/05/2023: Giao dịch trên thị trường UPCOM.","Công ty Cổ phần Hạ tầng Nước Sài Gòn (SII), tiền thân là Công ty Cổ phần Xây dựng Việt Thành, được thành lập năm 2004. Hoạt động chính của Công ty tập trung vào việc đầu tư, cung cấp các giải pháp công nghệ và các dịch vụ vận hành cho các công trình cấp nước và xử lý nước thải cho công nghiệp và dân dụng đô thị. Ngày 18/05/2023, SII chính thức giao dịch trên thị trường UPCOM.",Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,64522104,645221040000
HKB,70693,51599999," - Ngày 09/11/2009: Tiền thân là Công ty cổ phần thương mại và đầu tư Hà Nội - Kinh Bắc được thành lập với vốn điều lệ là 1,8 tỷ đồng.  - Năm 2010: Nâng vốn điều lệ lên 9 tỷ đồng.  - Năm 2012: Tăng vốn điều lệ lên 45 tỷ đồng và mở rộng lĩnh vực hoạt động thu mua và xuất khẩu sắn lát.  - Tháng 07/2014: Đổi tên thành Công ty cổ phần nông nghiệp và thực phẩm Hà Nội - Kinh Bắc và tăng vốn điều lệ lên 120 tỷ đồng.  - Tháng 11/2014: Tăng vốn điều lệ lên 240 tỷ đồng.  - Tháng 12/2014: Đầu tư lắp đặt 1 dây chuyền chế biến hạt tiêu tại Tổ hợp chế biến nông sản Hakinvest - Gia Lai.  - Tháng 2/2015: Chính thức trở thành công ty đại chúng với vốn thực góp là 200 tỷ đồng.  - Ngày 08/04/2015: Công ty niêm yết trên sàn chứng khoán HNX.  - Năm 2016: Tăng vốn điều lệ lên 515.99 tỷ đồng.  - Ngày 20/07/2021: Hủy niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX);  - Ngày 28/07/2021: Giao dịch trên thị trường UPCOM;","Công ty cổ phần nông nghiệp và thực phẩm Hà Nội - Kinh Bắc (HKB) được thành lập ngày 09/11/2009 với số vốn điều lệ ban đầu là 1,8 tỷ đồng. Công ty chuyên cung cấp nguyên liệu chế biến trong ngành nông nghiệp. Công ty tập trung mua các sản phẩm tiêu, ngô, sắn, gạo tại các tỉnh và xuất đi nhiều nước Chấu Á và Châu Mỹ. Sau 6 năm hoạt động, đến nay công ty đã có 4 nhà máy chuyên về sản xuất, bắt đầu lấn sâu vào lĩnh vực trồng trọt và tham gia kinh doanh nguyên liệu sản xuất thức ăn chăn nuôi từ năm 2010.",Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,51599999,515999990000
DRG,69093,1658400, - Tháng 03/1993: Tiền thân là Công ty Cao su Đắk Lắk được thành lập.  - Ngày 23/09/2010: Chuyển đổi thành Công ty TNHH MTV Cao su Đắk Lắk.  - Ngày 01/10/2018: Chính thức hoạt động là Công ty Cổ phần với số vốn điều lệ ban đầu là 1.558 tỷ đồng.  - Ngày 08/05/2019: Chấp thuận trở thành Công ty đại chúng.  - Ngày 11/12/2019: Chính thức giao dịch trên thị trường UPCOM.,"Công ty Cổ phần Cao su Đắk Lắk (DRG), tiền thân là Công ty Cao su Đắk Lắk, được thành lập năm 1993. Đên năm 2018, Công ty chuyển đổi mô hình kinh doanh hoạt động là Công ty Cổ phần. Vốn điều lệ hiện tại là 1.558 tỷ đồng. Lĩnh vực kinh doanh chính của Công ty là: Trồng cây, chế biến, mua bán mủ cao su; Chế biến gỗ với các sản phẩm: Mộc dân dụng, sản xuất pallets làm bao bì; Kinh doanh dịch vụ khách sạn, nhà nghỉ, khu du lịch...Công ty có tổ hợp Khách sạn Dakruco được xây dựng trên tổng diện tích đất 2.7 ha bao gồm: Khách sạn 4 sao, 11 tầng, quy mô 114 phòng, khách sạn 3 sao, 3 tầng, quy mô 31 phòng, nhà hàng tiệc cưới 2 tầng, sức chứa 1.000 khách, các tiện ích giải trí khác gồm: hồ bơi, sân tenis...Hiện tại công ty đang quản lý trên 13 ngàn ha cao su (trong đó có trên 07 ngàn ha cao su kinh doanh). Ngày 11/12/2019, DRG chính thức giao dịch trên thị trường UPCOM.",Hóa chất,Hóa chất,"Nhựa, cao su & sợi",1658400,1558000000000
ACB,67505,5136656599," - Ngày 24/04/1993: Ngân hàng Thương mại Cổ phần Á Châu (ACB) được thành lập với vốn điều lệ ban đầu là 20 tỷ đồng theo Giấy phép số 0032/NH-GP của Ngân hàng Nhà nước;  - Ngày 17/02/1996: Tăng vốn điều lệ lên 341 tỷ đồng;  - Năm 2005: Tăng vốn điều lệ lên 948,32 tỷ đồng;  - Ngày 14/02/2006: Tăng vốn điều lệ lên lên 1.100 tỷ đồng;  - Ngày 31/10/2006: Niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX);  - Ngày 21/11/2006: Giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX);  - Ngày 25/05/2007: Tăng vốn điều lệ lên 2.530 tỷ đồng;  - Năm 2007: Thành lập công ty cho thuê tài chính ACB;  - Năm 2011: Khai trương Trung tâm dữ dạng mô-dun theo tiêu chuẩn quốc tế đầu tiên tại Việt Nam;  - Năm 2014: Nâng cấp hệ nghiệp vụ ngân hàng lõi từ TCBS sang DNA;  - Ngày 09/01/2017: Tăng vốn điều lệ lên 10.273.238.960.000 đồng;  - Ngày 30/11/2018: Tăng vốn điều lệ lên 12.885.877.380.000 đồng;  - Ngày 15/11/2019: Tăng vốn điều lệ lên 16.627.372.770.000 đồng.  - Ngày 19/10/2020: Tăng vốn điều lệ lên 21.615.584.600.000 đồng.  - Ngày 20/11/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  - Ngày 02/12/2020: Hủy niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX);  - Ngày 09/12/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  - Ngày 02/07/2021: Tăng vốn điều lệ lên 27.019.480.750.000 đồng;  - Ngày 28/06/2022: Tăng vốn điều lệ lên 33.774.350.940.000 đồng  - Ngày 26/06/2023: Tăng vốn điều lệ lên 38.840.503.580.000 đồng;  - Ngày 25/06/2024: Tăng vốn điều lệ lên 44.666.579.120.000 đồng;  - Ngày 27/06/2025: Tăng vốn điều lệ lên 51.366.565.990.000 đồng;","Ngân hàng Thương mại Cổ phần Á Châu (ACB) được thành lập năm 1993. Ngân hàng hoạt động trong lĩnh vực huy động, kinh doanh vốn và cung cấp các dịch vụ tài chính liên quan. Năm 2024, so với cùng kỳ, Biên lãi thuần (NIM) ở mức 3.6%, giảm 0.27%. Tỷ lệ nợ xấu ở mức 1.49%, tăng 0.28%. Tỷ lệ bao phủ nợ xấu ở mức 77.92%, giảm 13.25%. Lợi nhuận sau thuế công ty mẹ có giá trị bằng 16,8 nghìn tỷ đồng, tăng 4.64%. Tỷ suất lợi nhuận trên vốn chủ sở hữu (ROE) ở mức 21.75%, giảm 3.05%. Ngày 09/12/2020, ACB chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).",Ngân hàng,Ngân hàng,Ngân hàng,5136656599,51366565990000
LM3,71799,5150000," - 01/12/1960: Công ty cổ phần Lilama 3 là thành viên của Tổng công ty lắp máy Việt Nam tiền thân là Công trường lắp máy C1 Việt trì được thành lập .  - 12/1984: Đổi tên thành Xí nghiệp lắp máy số 3.  - 12/1985: Đổi tên thành Công ty lắp máy và xây dựng số 3.  - 10/2001: Thành lập xí nghiệp Cơ khí và lắp máy chuyên gia công chế tạo và lắp đặt.  - 10/2003: Thành lập trung tâm tư vấn thiết kế.  - 06/2006: Thành lập xí nghiệp Lilama 3.4.  - 06/2007: Công ty thực hiện tăng vốn điều lệ từ 11,5 tỷ đồng lên 51,5 tỷ đồng.  - 2008: Công ty chuyển trụ sở về KCN Quang Minh  - Mê Linh  - Hà Nội.  - 01/12/2009: Chính thức niêm yết trên sàn HNX.","Công ty cổ phần Lilama 3 (LM3), tiền thân là Công trường lắp máy C1 Việt trì được thành lập năm 1960. Ngành nghề kinh doanh chính của công ty là khai thác, sản xuất, kinh doanh vật tư, thiết bị, vật liệu xây dựng; khảo sát thiết kế tư vấn xây dựng các công trình công nghiệp và dân dụng; khảo sát thiết kế hệ thống thông tin, liên lạc. Các công trình do Công ty đảm nhiệm thi công đã và đang hoạt động tốt mang lại nhiều lợi ích kinh tế cho đất nước như: Nhà máy nhiệt điện : Phả Lại, Uông Bí, Phú Mỹ; Thuỷ điện: Hoà Bình, Trị An, YALY,Chinfon Hải Phòng, Bỉm Sơn.",Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5150000,51500000000
TMS,75189,169347954," - Năm 1983: Tiền thân là Công ty Cổ phần Kho vận Ngoại thương được thành lập;  - Ngày 26/10/1999: Chuyển sang hoạt động theo mô hình công ty cổ phần với vốn điều lệ ban đầu là 22 tỷ đồng;  - Ngày 04/08/2000: Cổ phiếu của công ty chính thức giao dịch trên sàn HOSE;  - Tháng 09/2005: Công ty tăng vốn điều lệ lên 42,9 tỷ đồng;  - Tháng 01/2010: Tăng vốn điều lệ lên 165,15 tỷ đồng;  - Tháng 07/2011: Tăng vốn điều lệ lên 182,75 tỷ đồng;  - Tháng 07/2012: Tăng vốn điều lệ lên 230,74 tỷ đồng;  - Tháng 10/2012: Khởi công xây dựng Trung tâm Phân phối Transimex trên diện tích 18.000m2 với tổng vốn đầu tư 80 tỷ đồng tại khu công nghiệp Sóng Thần 2, Bình Dương;  - Ngày 10/04/2013: Đổi tên thành Công ty Cổ phần Transimex-Saigon;  - Ngày 11/04/2013: Khánh thành dự án Trung tâm Phân phối Transimex tại khu công nghiệp Sóng Thần 2, Bình Dương;  - Tháng 02/2015: Tăng vốn điều lệ lên 237,66 tỷ đồng;  - Tháng 04/2015: Khởi công xây dựng Trung tâm Logistics Transimex Đà Nẵng trên diên tích 16.000m2 với tổng vốn đầu tư 34 tỷ đồng;  - Tháng 08/2015: Khởi công xây dựng Trung tâm Logistics Transimex tại Khu công nghệ cao Thành phố Hồ Chí Minh trên diện tích 100,000m2 với tổng vốn đầu tư 510 tỷ đồng;  - Tháng 09/2015: Khánh thành dự án Trung tâm Logistics Transimex Đà Nẵng;  - Ngày 12/05/2016: Đổi tên thành Công ty Cổ phần Transimex;  - Ngày 21/04/2016: Khánh thành Trung tâm Logistics Transimex tại khu công nghệ cao Thành phố Hồ Chí Minh;  - Ngày 21/01/2019: Tăng vốn điều lệ lên 475,20 tỷ đồng;  - Ngày 13/07/2021: Tăng vốn điều lệ lên 814,42 tỷ đồng;  - Ngày 24/05/2022: Tăng vốn điều lệ lên 1.058,71 tỷ đồng;  - Ngày 17/02/2023: Tăng vốn điều lệ lên 1.217,49 tỷ đồng;  - Ngày 08/11/2023: Tăng vốn điều lệ lên 1.582,70 tỷ đồng;  - Ngày 05/11/2024: Tăng vốn điều lệ lên 1.693,47 tỷ đồng;","Công ty Cổ phần Transimex (TMS) có tiền thân là Công ty Cổ phần Kho vận Ngoại thương được thành lập năm 1983. Hoạt động kinh doanh chủ yếu của Công ty là chuyên cung cấp dịch vụ đại lý giao nhận và đại lý vận chuyển hàng hoá xuất nhập khẩu bằng đường biển, đường hàng không và đường bộ. Công ty là đại lý hàng đầu của các hãng hàng không quốc tế như Vietnam Airlines, Singapore Airlines, Thai Airways, Vector Aviation. Ngoài ra, công ty là đại lý độc quyền cho hãng tàu Dongjin (Hàn Quốc), khai thác tuyến đường vận chuyển hàng xuất nhập khẩu giữa Việt Nam và các nước Hàn Quốc, Hong Kong, Thái Lan. TMS hiện đang quản lý và vận hành Trung tâm Phân phối Transimex với diện tích 18.000m2 tại khu công nghiệp Sóng Thần 2, Bình Dương, Trung tâm Logistics Transimex Đà Nẵng với diên tích 16.000m2 và Trung tâm Logistics Transimex tại Khu công nghệ cao Thành phố Hồ Chí Minh với diện tích 100,000m2. Ngày 04/08/2000, TMS chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).",Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",169347954,1727341870000
BMG,68205,5292000," - Trước 1975: Công ty Cổ phần May Bình Minh có tiền thân là một cơ sở sản xuất mang tên ""Thái Dương Kỹ Nghệ Y Phục Công Ty"" (SOGAMEN).  - Năm 1977: Quốc hữu hóa với tên gọi là Nhà máy may Bình Minh;  - Năm 1993: Đổi tên thành Công ty May Bình Minh;  - Năm 1999: Công ty thực hiện cổ phần hóa, đổi tên thành Công ty Cổ phần May Bình Minh;  - Ngày 28/06/2004: Tăng vốn điều lệ từ 18 tỷ lên 36 tỷ đồng;  - Ngày 08/09/2015: Tăng vốn điều lệ lên 37,8 tỷ đồng;  - Ngày 05/10/2017: Trở thành công ty đại chúng;  - Ngày 28/04/2018: Tăng vốn điều lệ lên 52,92 tỷ đồng.  - Ngày 25/12/2018: Giao dịch trên thị trường UPCOM;","Công ty Cổ phần May Bình Minh (BMG) có tiền thân là một cơ sở sản xuất mang tên ""Thái Dương Kỹ Nghệ Y Phục Công Ty"" (SOGAMEN) thành lập trước năm 1975. Hoạt động chủ yếu trong lĩnh vực sản xuất, kinh doanh và xuất khẩu các sản phẩm dệt may. BMG chính thức hoạt động theo mô hình công ty cổ phần từ năm 1999. Là đơn vị thành viên của Tập đoàn Dệt may Việt Nam (Vinatex), Công ty được tạo điều kiện thuận lợi để tham gia vào chuỗi cung ứng dệt may của Tập đoàn. BMG chính thức được giao dịch trên thị trường UPCOM từ cuối năm 2018.",Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,5292000,52920000000
VIN,76198,25500000," - 1975: Công ty Giao nhận Kho vận Ngoại thương miền Nam Việt Nam được thành lập;  - 1976: Đổi tên thành Công ty Giao nhận Kho vận Ngoại thương Thành phố Hồ Chí Minh trực thuộc Tổng Công ty Giao nhận Kho vận Ngoại thương Việt Nam;  - 1995: Tách Công ty Giao nhận Kho vận Ngoại thương Thành phố Hồ Chí Minh thành doanh nghiệp Nhà nước hạch toán độc lập;  - 2010: Chuyển đổi sang mô hình công ty cổ phần với tên gọi Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam, vốn điều lệ 255 tỷ đồng;  - 2014: Cổ phiếu của Công ty được giao dịch trên sàn UPCOM;","Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam (VIN) được thành lập vào ngày 14/07/1975, có tiền thân là Công ty Giao nhận Kho vận Miền Nam Việt Nam. Công ty được cổ phần hóa và hoạt động dưới hình thức Công ty Cổ phần từ năm 2010. VIN là nhà giao nhận vận chuyển hàng đầu tại Việt Nam về lĩnh vực Giao nhận và Logistics. Sở hữu nguồn nhân lực chất lượng cao, có kinh nghiệm và được đào tạo bài bản, VINATRANS luôn đi đầu trong các hoạt động giao nhận vận tải quốc tế và logistics. VINATRANS có cơ hội phát triển bền vững nhờ vào hệ thống kho bãi cảng lớn và tọa lạc tại các vị trí quan trọng, thuận lợi giao thương. Hiện tại, VIN có 5 chi nhánh tại Hà Nội, Hải Phòng, Cần Thơ, Quảng Ninh và Quảng Ngãi. Năm 2014, VIN chính thức được giao dịch tại Sở Giao dịch Chứng khoán Hà Nội (HNX).",Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",25500000,255000000000
BLT,68115,4000000, - Năm 1975: Sở Lương thực Nghĩa Bình được thành lập;  - Năm 1987: Chuyển đổi thành Công ty Lương thực Nghĩa Bình;  - Năm 1992: Công ty Lương thực Bình Định được thành lập theo Quyết định số 1958/QĐ-UB của UBND tỉnh Bình Định;  - Năm 1995: Trở thành thành viên của Tổng Công ty Lương thực Miền nam;  - Năm 2005: Chuyển đổi thành Công ty TNHH Lương thực Bình Định;  - Ngày 07/11/2007: Tổng Công ty Lương thực Miền Nam ban hành Quyết định số 187/QĐ-HĐQT về việc cổ phần hóa Công ty TNHH Lương thực Bình Định;  - Ngày 04/01/2008: Chính thức hoạt động theo mô hình công ty cổ phần với vốn điều lệ 20 tỷ đồng;  - Ngày 04/05/2009: Trở thành công ty đại chúng;  - Ngày 18/01/2013: Tăng vốn điều lệ lên 40 tỷ đồng;  - Ngày 10/07/2017: Giao dịch trên thị trường UPCOM;,"Công ty Cổ phần Lương Thực Bình Định (BLT) có tiền thân Sở Lương thực Nghĩa Bình, được thành lập vào năm 1975. Công ty hoạt động trong lĩnh vực chế biến, kinh doanh, xuất khẩu các mặt hàng lương thực, nông sản với sản phẩm chính là gạo và sắn lát. BLT chính thức hoạt động theo mô hình công ty cổ phần từ tháng 01/2008. Công ty quản lý vận hành 05 nhà máy chế biến gạo với tổng công suất 70 tấn/giờ và 06 cụm kho 50.000m2, với năng lực chế biến xuất khẩu hàng năm đạt hơn 120.000 tấn gạo, 100.000 tấn sắn lát và các loại nông sản khác. BLT được giao dịch trên thị trường UPCOM từ tháng 07/2017.",Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,4000000,40000000000
